age,balance,campaign,contact,day,default,deposit,duration,education,housing,job,loan,marital,month,pdays,poutcome,previous
26,267,2,cellular,28,no,yes,817,secondary,yes,technician,no,married,jul,-1,unknown,0
27,311,1,cellular,28,no,yes,462,tertiary,no,student,no,single,jul,148,success,4
53,306,3,cellular,28,no,yes,388,primary,no,blue-collar,no,married,jul,181,success,1
54,752,5,telephone,29,no,yes,211,tertiary,no,management,no,married,jul,491,other,4
64,1574,3,telephone,29,no,yes,301,secondary,no,retired,no,married,jul,-1,unknown,0
57,1181,2,cellular,29,no,yes,169,tertiary,no,technician,no,married,jul,182,success,2
31,1761,3,telephone,29,no,yes,332,tertiary,yes,management,no,single,jul,440,failure,3
61,4629,3,cellular,29,no,yes,349,unknown,yes,admin.,no,married,jul,183,success,2
35,154,4,cellular,29,no,yes,200,tertiary,no,unemployed,no,single,jul,181,failure,2
77,4112,1,telephone,29,no,yes,426,secondary,no,retired,no,married,jul,184,success,3
36,11650,1,telephone,29,no,yes,268,secondary,yes,services,no,married,jul,-1,unknown,0
32,6138,2,cellular,29,no,yes,519,tertiary,no,management,no,married,jul,90,failure,9
61,264,1,telephone,29,no,yes,270,unknown,no,management,no,married,jul,178,success,1
69,2144,1,cellular,29,no,yes,417,tertiary,no,retired,no,single,jul,184,success,4
69,482,1,cellular,29,no,yes,478,tertiary,no,technician,no,married,jul,267,failure,1
34,0,1,cellular,30,no,yes,292,tertiary,no,admin.,no,married,jul,183,success,2
45,4831,3,cellular,30,no,yes,852,tertiary,no,management,no,single,jul,182,success,11
64,12067,2,telephone,30,no,yes,367,primary,no,retired,no,married,jul,92,success,2
35,1227,5,cellular,30,no,yes,1005,secondary,no,technician,no,single,jul,134,success,10
22,1232,1,cellular,30,no,yes,283,unknown,no,student,no,single,jul,430,other,2
34,275,2,cellular,2,no,yes,196,tertiary,no,management,no,single,aug,455,other,23
34,369,3,cellular,2,no,yes,868,secondary,no,management,no,married,aug,342,failure,4
55,240,3,cellular,2,no,yes,108,unknown,yes,technician,no,married,aug,277,success,1
53,2398,1,cellular,2,no,yes,317,secondary,yes,admin.,no,single,aug,180,failure,2
63,2785,2,cellular,2,no,yes,341,tertiary,no,management,no,married,aug,392,success,3
37,62,2,cellular,2,no,yes,428,tertiary,yes,management,no,single,aug,272,success,8
29,1377,1,cellular,3,no,yes,248,secondary,yes,student,no,single,aug,446,success,2
29,163,1,cellular,3,no,yes,249,tertiary,no,student,no,single,aug,-1,unknown,0
38,1199,1,cellular,3,no,yes,482,tertiary,no,management,no,married,aug,-1,unknown,0
62,569,2,cellular,3,no,yes,187,secondary,no,retired,no,married,aug,180,success,6
34,0,1,cellular,3,no,yes,261,secondary,yes,technician,no,married,aug,470,failure,2
56,1989,4,cellular,3,no,yes,279,secondary,no,services,no,married,aug,181,success,4
48,46,2,cellular,3,no,yes,113,primary,no,housemaid,no,single,aug,180,failure,1
42,372,2,cellular,3,no,yes,654,tertiary,yes,management,no,married,aug,-1,unknown,0
68,2812,4,cellular,3,no,yes,392,tertiary,no,retired,no,married,aug,181,success,3
43,2952,2,cellular,3,no,yes,417,primary,no,blue-collar,no,married,aug,95,other,1
62,569,1,cellular,4,no,yes,288,secondary,no,retired,no,married,aug,1,success,8
68,2812,1,cellular,4,no,yes,651,tertiary,no,retired,no,married,aug,1,success,7
38,1199,1,cellular,4,no,yes,178,tertiary,no,management,no,married,aug,1,success,1
63,3904,2,telephone,4,no,yes,250,secondary,no,entrepreneur,no,married,aug,187,success,2
48,156,1,cellular,4,no,yes,291,secondary,no,admin.,no,married,aug,-1,unknown,0
45,205,1,cellular,4,no,yes,180,secondary,no,admin.,no,married,aug,92,success,3
59,1625,1,cellular,4,no,yes,198,secondary,no,unemployed,no,married,aug,180,success,2
35,415,1,cellular,4,no,yes,462,tertiary,no,unemployed,no,single,aug,92,success,4
32,1812,1,cellular,4,no,yes,296,tertiary,no,management,no,married,aug,182,other,4
93,775,2,cellular,4,no,yes,476,unknown,no,retired,no,married,aug,13,success,9
33,180,1,cellular,4,no,yes,561,secondary,no,technician,no,married,aug,435,failure,3
48,46,1,cellular,4,no,yes,118,primary,no,housemaid,no,single,aug,1,success,3
38,4017,1,cellular,4,no,yes,470,secondary,no,services,no,married,aug,96,success,3
29,437,1,cellular,5,no,yes,504,tertiary,no,management,no,single,aug,92,success,1
38,318,1,cellular,5,no,yes,274,secondary,no,technician,no,married,aug,182,success,6
41,1646,3,cellular,5,no,yes,172,tertiary,yes,technician,no,single,aug,92,success,8
57,470,3,cellular,5,no,yes,480,secondary,no,technician,no,divorced,aug,-1,unknown,0
53,3591,2,cellular,5,no,yes,306,tertiary,yes,management,no,married,aug,181,other,2
56,2037,1,cellular,5,no,yes,318,tertiary,no,management,no,divorced,aug,91,failure,6
33,2979,2,cellular,5,no,yes,326,secondary,no,technician,no,single,aug,437,failure,1
41,1092,1,cellular,5,no,yes,736,tertiary,no,management,no,married,aug,-1,unknown,0
34,661,2,cellular,5,no,yes,245,secondary,yes,admin.,no,divorced,aug,183,failure,10
29,2196,1,cellular,5,no,yes,215,tertiary,no,housemaid,no,single,aug,-1,unknown,0
34,417,1,cellular,5,no,yes,270,tertiary,yes,management,no,single,aug,174,failure,15
21,2077,1,cellular,5,no,yes,323,tertiary,no,entrepreneur,no,single,aug,-1,unknown,0
37,2283,2,cellular,6,no,yes,303,tertiary,no,management,no,married,aug,92,success,4
33,1536,2,cellular,6,no,yes,258,secondary,no,student,no,married,aug,178,success,4
45,446,3,cellular,6,no,yes,304,secondary,no,management,no,married,aug,-1,unknown,0
61,5,2,cellular,6,no,yes,562,primary,no,blue-collar,no,married,aug,94,success,3
22,216,1,cellular,6,no,yes,178,secondary,no,student,no,single,aug,179,success,2
37,565,1,cellular,6,no,yes,174,secondary,no,management,no,married,aug,93,failure,3
45,476,1,cellular,6,no,yes,356,secondary,no,admin.,no,married,aug,364,other,1
35,-32,2,cellular,6,no,yes,366,secondary,no,admin.,yes,single,aug,178,success,9
28,1348,2,cellular,6,no,yes,221,secondary,yes,blue-collar,no,single,aug,-1,unknown,0
31,228,1,cellular,6,no,yes,744,secondary,no,blue-collar,no,single,aug,88,other,4
62,1859,3,telephone,6,no,yes,245,tertiary,no,management,no,married,aug,-1,unknown,0
47,2306,4,telephone,6,no,yes,239,tertiary,no,management,no,married,aug,-1,unknown,0
57,2038,1,cellular,9,no,yes,628,unknown,no,admin.,no,married,aug,182,failure,2
60,824,1,cellular,9,no,yes,265,secondary,yes,technician,no,married,aug,181,success,8
25,348,1,cellular,10,no,yes,245,secondary,no,student,no,single,aug,-1,unknown,0
40,1515,1,cellular,10,no,yes,503,secondary,yes,blue-collar,no,married,aug,-1,unknown,0
33,1514,1,cellular,10,no,yes,447,tertiary,no,management,no,married,aug,728,failure,2
53,94,1,cellular,10,no,yes,493,secondary,no,unemployed,no,married,aug,181,success,14
30,2325,1,cellular,10,no,yes,263,tertiary,no,technician,no,single,aug,127,failure,7
36,417,1,cellular,10,no,yes,304,unknown,no,student,no,single,aug,181,success,1
56,3450,1,cellular,10,no,yes,507,secondary,no,technician,no,divorced,aug,181,success,2
38,2543,1,cellular,10,no,yes,223,secondary,no,entrepreneur,no,single,aug,414,failure,4
29,464,2,cellular,10,no,yes,317,secondary,no,admin.,no,single,aug,518,failure,1
61,1853,1,telephone,10,no,yes,520,secondary,no,retired,no,married,aug,181,success,2
62,272,1,cellular,11,no,yes,146,secondary,no,blue-collar,no,married,aug,286,failure,2
24,1925,1,cellular,11,no,yes,1363,secondary,no,student,no,single,aug,-1,unknown,0
65,2331,1,telephone,11,no,yes,425,tertiary,no,entrepreneur,no,married,aug,183,success,2
70,324,1,cellular,11,no,yes,632,primary,no,retired,no,married,aug,308,other,6
60,116,2,cellular,11,no,yes,329,secondary,no,technician,no,married,aug,181,success,8
30,1779,1,cellular,11,no,yes,233,secondary,no,student,no,single,aug,433,success,1
51,346,1,cellular,11,no,yes,237,tertiary,no,management,no,married,aug,180,success,6
36,353,2,cellular,11,no,yes,361,tertiary,no,self-employed,no,single,aug,181,success,2
42,27696,1,cellular,11,no,yes,370,tertiary,no,management,no,married,aug,91,success,7
58,2155,2,cellular,11,no,yes,248,secondary,no,management,yes,married,aug,182,success,7
43,413,2,cellular,12,no,yes,235,secondary,yes,blue-collar,no,married,aug,182,success,4
77,2590,1,telephone,12,no,yes,345,primary,no,retired,no,married,aug,178,failure,20
34,320,1,cellular,12,no,yes,352,secondary,yes,blue-collar,no,married,aug,828,failure,2
35,1454,1,cellular,12,no,yes,323,secondary,yes,blue-collar,no,married,aug,182,success,4
39,1382,1,cellular,12,no,yes,357,secondary,yes,blue-collar,no,married,aug,182,success,2
35,2427,3,cellular,12,no,yes,175,tertiary,no,self-employed,no,married,aug,31,success,10
41,2498,1,cellular,12,no,yes,411,secondary,no,admin.,no,married,aug,-1,unknown,0
25,1003,1,cellular,12,no,yes,361,unknown,no,student,no,single,aug,-1,unknown,0
51,2007,3,cellular,12,no,yes,1226,secondary,yes,blue-collar,no,married,aug,-1,unknown,0
48,926,2,cellular,12,no,yes,504,secondary,no,unemployed,no,married,aug,178,success,10
26,632,3,cellular,12,no,yes,312,secondary,no,unemployed,no,single,aug,181,success,1
55,2206,1,cellular,12,no,yes,265,secondary,no,unknown,no,married,aug,91,success,5
49,1830,1,cellular,13,no,yes,261,primary,yes,services,no,married,aug,179,success,1
29,814,1,unknown,13,no,yes,461,tertiary,no,self-employed,no,single,aug,-1,unknown,0
67,5275,4,cellular,13,no,yes,222,secondary,no,housemaid,no,divorced,aug,-1,unknown,0
42,2129,1,cellular,13,no,yes,633,secondary,no,admin.,no,divorced,aug,182,other,2
35,2717,6,cellular,13,no,yes,394,tertiary,no,management,no,married,aug,-1,unknown,0
37,341,3,cellular,13,no,yes,287,tertiary,no,technician,no,married,aug,182,success,3
35,2885,3,cellular,13,no,yes,199,tertiary,no,management,no,divorced,aug,43,other,8
61,523,3,cellular,13,no,yes,211,secondary,no,retired,no,married,aug,183,success,4
60,4256,3,cellular,16,no,yes,239,tertiary,yes,services,no,married,aug,761,other,1
33,484,3,cellular,16,no,yes,205,secondary,yes,technician,no,married,aug,182,success,9
27,535,3,cellular,16,no,yes,265,secondary,no,blue-collar,no,single,aug,95,success,4
24,431,11,cellular,19,no,yes,418,secondary,no,student,no,single,aug,185,success,5
57,1269,1,cellular,31,no,yes,1120,tertiary,no,retired,no,married,aug,-1,unknown,0
63,0,5,cellular,31,no,yes,253,secondary,yes,admin.,no,married,aug,-1,unknown,0
61,211,2,cellular,31,no,yes,443,primary,no,housemaid,no,married,aug,186,failure,3
52,4012,3,cellular,31,no,yes,634,tertiary,no,self-employed,no,married,aug,92,other,5
34,625,1,unknown,31,no,yes,34,tertiary,no,admin.,yes,single,aug,-1,unknown,0
28,1584,2,cellular,1,no,yes,222,tertiary,yes,management,no,single,sep,-1,unknown,0
60,315,1,cellular,1,no,yes,840,tertiary,no,management,no,married,sep,183,success,3
32,200,1,cellular,1,no,yes,729,secondary,no,admin.,no,married,sep,29,failure,3
34,589,1,cellular,1,no,yes,300,tertiary,no,management,no,married,sep,44,other,3
31,-205,1,cellular,1,no,yes,481,secondary,no,services,no,single,sep,579,failure,1
28,-46,1,cellular,1,no,yes,199,secondary,yes,blue-collar,no,single,sep,92,success,14
55,8304,1,cellular,1,no,yes,193,secondary,no,admin.,no,married,sep,92,success,1
65,308,1,cellular,1,no,yes,400,primary,no,retired,no,married,sep,-1,unknown,0
37,1113,2,cellular,1,no,yes,265,tertiary,no,management,no,married,sep,183,success,2
35,992,1,cellular,1,no,yes,238,tertiary,no,management,yes,single,sep,-1,unknown,0
33,272,2,cellular,1,no,yes,293,tertiary,yes,admin.,no,single,sep,92,success,3
75,1413,2,cellular,1,no,yes,532,primary,no,retired,no,married,sep,188,success,2
48,1819,1,cellular,2,no,yes,1440,unknown,no,unknown,no,single,sep,458,failure,1
33,1623,3,cellular,2,no,yes,291,tertiary,yes,entrepreneur,no,single,sep,-1,unknown,0
38,630,1,cellular,2,no,yes,362,tertiary,no,management,no,married,sep,388,other,3
25,2975,2,cellular,2,no,yes,799,secondary,no,student,no,single,sep,-1,unknown,0
41,7968,1,cellular,2,no,yes,404,tertiary,no,unemployed,no,single,sep,184,success,4
25,154,1,cellular,2,no,yes,382,secondary,no,student,no,single,sep,183,success,3
27,5169,1,cellular,3,no,yes,431,tertiary,yes,student,no,single,sep,466,success,3
49,228,2,cellular,3,no,yes,252,tertiary,yes,admin.,no,single,sep,93,success,2
43,4945,3,cellular,3,no,yes,219,secondary,yes,technician,no,married,sep,185,success,2
52,1708,1,unknown,6,no,yes,310,unknown,no,management,no,married,sep,75,failure,4
48,0,2,cellular,6,no,yes,194,tertiary,yes,management,no,married,sep,125,failure,6
29,1584,1,cellular,6,no,yes,245,unknown,no,unemployed,no,single,sep,-1,unknown,0
43,1707,3,cellular,6,no,yes,369,secondary,yes,admin.,no,single,sep,504,other,5
65,952,1,cellular,6,no,yes,255,secondary,no,admin.,no,married,sep,96,success,1
72,1978,1,cellular,6,no,yes,312,secondary,no,retired,no,married,sep,-1,unknown,0
26,1105,1,cellular,6,no,yes,415,secondary,yes,technician,no,single,sep,297,other,3
37,52,1,cellular,6,no,yes,908,secondary,yes,services,no,married,sep,185,success,9
37,6771,1,cellular,7,no,yes,337,tertiary,no,management,no,married,sep,186,success,1
28,890,1,cellular,7,no,yes,201,tertiary,yes,management,no,single,sep,-1,unknown,0
61,56,3,cellular,7,no,yes,288,primary,no,retired,no,married,sep,-1,unknown,0
32,1644,3,cellular,7,no,yes,492,primary,no,blue-collar,no,married,sep,102,other,5
51,151,1,cellular,8,no,yes,638,tertiary,yes,management,no,single,sep,427,success,3
38,0,1,cellular,8,no,yes,210,secondary,yes,admin.,no,married,sep,92,success,3
34,2240,2,cellular,8,no,yes,220,tertiary,no,management,no,divorced,sep,184,success,3
60,957,1,cellular,8,no,yes,246,secondary,no,unemployed,no,married,sep,184,success,3
24,689,1,cellular,8,no,yes,630,secondary,no,student,no,single,sep,-1,unknown,0
36,2161,2,cellular,8,no,yes,708,tertiary,no,management,no,married,sep,183,success,5
46,1527,3,cellular,8,no,yes,358,unknown,no,student,no,single,sep,184,success,1
80,8304,3,telephone,8,no,yes,606,secondary,no,retired,no,married,sep,91,success,13
37,698,2,cellular,8,no,yes,1081,tertiary,no,management,no,single,sep,-1,unknown,0
39,494,1,cellular,9,no,yes,216,tertiary,no,management,no,married,sep,183,success,5
62,2801,1,cellular,9,no,yes,261,secondary,yes,retired,yes,married,sep,183,success,1
84,4761,1,telephone,9,no,yes,1405,tertiary,no,retired,no,married,sep,92,failure,3
24,834,1,cellular,9,no,yes,679,tertiary,no,student,no,single,sep,-1,unknown,0
24,139,4,cellular,9,no,yes,430,secondary,no,student,no,single,sep,-1,unknown,0
28,12,1,cellular,9,no,yes,202,tertiary,yes,management,no,married,sep,-1,unknown,0
31,877,1,cellular,9,no,yes,209,tertiary,no,management,no,married,sep,92,success,8
33,2066,1,cellular,9,no,yes,305,secondary,no,unemployed,yes,single,sep,749,failure,2
33,555,1,cellular,9,no,yes,204,secondary,yes,admin.,no,single,sep,365,success,1
64,48,3,cellular,9,no,yes,167,primary,no,retired,no,married,sep,92,success,1
48,235,2,cellular,9,no,yes,386,primary,no,technician,no,married,sep,191,success,3
28,1595,1,cellular,9,no,yes,268,secondary,no,admin.,no,married,sep,254,success,4
28,5741,5,cellular,10,no,yes,1042,tertiary,no,student,no,single,sep,200,failure,3
69,426,2,telephone,10,no,yes,211,unknown,no,retired,no,married,sep,185,success,2
28,187,1,cellular,10,no,yes,255,tertiary,no,management,no,single,sep,93,success,2
24,166,2,cellular,10,no,yes,256,secondary,no,admin.,no,single,sep,-1,unknown,0
52,1416,3,cellular,13,no,yes,218,secondary,no,unemployed,no,married,sep,187,success,3
37,1189,9,cellular,13,no,yes,323,tertiary,no,services,no,single,sep,199,other,4
25,486,3,cellular,13,no,yes,273,secondary,no,student,no,single,sep,199,failure,4
58,0,2,cellular,14,no,yes,358,tertiary,no,management,no,married,sep,-1,unknown,0
62,2557,1,cellular,14,no,yes,211,tertiary,yes,retired,no,married,sep,216,success,7
41,3138,1,cellular,14,no,yes,409,secondary,no,admin.,no,married,sep,398,failure,1
28,1720,1,cellular,14,no,yes,230,tertiary,no,management,no,single,sep,91,success,4
75,1765,1,telephone,14,no,yes,808,primary,no,retired,no,married,sep,187,failure,4
21,1506,1,cellular,14,no,yes,340,unknown,no,student,no,single,sep,-1,unknown,0
40,3585,3,cellular,15,no,yes,506,tertiary,no,entrepreneur,no,married,sep,-1,unknown,0
35,262,1,cellular,15,no,yes,331,secondary,no,blue-collar,no,married,sep,75,failure,6
49,1093,1,cellular,15,no,yes,316,tertiary,yes,management,yes,married,sep,246,success,4
39,76,1,cellular,15,no,yes,200,unknown,no,management,no,married,sep,183,success,1
63,4680,2,cellular,15,no,yes,953,secondary,no,admin.,no,divorced,sep,-1,unknown,0
38,1477,3,cellular,15,no,yes,385,tertiary,no,management,no,married,sep,769,failure,2
72,3561,3,telephone,15,no,yes,511,tertiary,no,retired,no,married,sep,184,success,7
31,3340,2,cellular,15,no,yes,213,tertiary,no,management,no,single,sep,469,success,3
49,1071,1,cellular,16,no,yes,225,tertiary,no,technician,no,married,sep,91,success,1
29,247,2,cellular,16,no,yes,143,tertiary,no,management,no,married,sep,587,failure,3
39,112,3,cellular,16,no,yes,574,secondary,no,admin.,no,divorced,sep,-1,unknown,0
78,527,1,cellular,16,no,yes,193,primary,no,retired,no,divorced,sep,-1,unknown,0
61,2580,3,cellular,16,no,yes,270,primary,no,housemaid,no,married,sep,202,other,7
60,975,1,cellular,16,no,yes,303,secondary,no,retired,no,married,sep,792,failure,1
58,2986,1,cellular,16,no,yes,414,unknown,no,management,no,divorced,sep,91,other,5
67,2048,5,cellular,16,no,yes,452,secondary,no,retired,no,married,sep,195,other,4
20,2785,2,cellular,16,no,yes,327,unknown,no,student,no,single,sep,-1,unknown,0
28,127,2,cellular,16,no,yes,1334,secondary,no,admin.,no,single,sep,-1,unknown,0
41,0,4,cellular,17,no,yes,294,tertiary,no,management,no,married,sep,63,other,11
31,4951,3,cellular,17,no,yes,285,tertiary,no,student,no,single,sep,81,failure,3
37,488,1,cellular,17,no,yes,328,tertiary,yes,management,no,divorced,sep,854,failure,2
81,1154,1,telephone,17,no,yes,231,primary,no,retired,no,married,sep,-1,unknown,0
46,624,2,cellular,17,no,yes,336,tertiary,no,management,no,divorced,sep,183,success,2
46,4343,1,unknown,20,no,yes,185,primary,yes,services,no,married,sep,-1,unknown,0
44,2367,1,cellular,22,no,yes,263,tertiary,no,management,no,divorced,sep,184,success,6
23,283,1,cellular,22,no,yes,175,secondary,yes,technician,no,single,sep,184,success,2
40,6403,2,cellular,22,no,yes,208,secondary,no,entrepreneur,no,married,sep,-1,unknown,0
27,802,1,cellular,22,no,yes,569,tertiary,no,management,no,married,sep,-1,unknown,0
60,3735,1,cellular,22,no,yes,183,secondary,no,admin.,no,married,sep,184,success,11
55,2693,1,cellular,22,no,yes,182,secondary,no,management,no,married,sep,184,success,7
43,0,2,cellular,23,no,yes,183,secondary,yes,unemployed,yes,married,sep,184,failure,13
26,1027,1,cellular,23,no,yes,744,tertiary,no,management,no,single,sep,-1,unknown,0
25,3902,1,cellular,23,no,yes,856,tertiary,no,management,no,single,sep,-1,unknown,0
